,index,RegistryDate,ExpirationDate,HostCountry,DomainAge,ExpYear,ExpMonth,ExpDay,URLType
305,0,2014-09-26 19:13:12,2020-09-26 19:13:12,CN,1996,2020.0,9.0,26.0,1
306,0,1993-05-13 04:00:00,2020-05-14 04:00:00,US,9803,2020.0,5.0,14.0,1
307,0,2012-03-06 20:59:19,2021-03-06 20:59:19,CN,2930,2021.0,3.0,6.0,1
308,0,1998-07-08 04:00:00,2020-07-07 04:00:00,JP,7921,2020.0,7.0,7.0,0
309,0,,,,0,,,,0
310,0,2008-08-02 19:06:27,2020-08-02 19:06:27,PA,4242,2020.0,8.0,2.0,0
311,0,2009-12-21 01:20:46,2020-12-21 01:20:46,CN,3737,2020.0,12.0,21.0,1
312,0,2017-05-20 18:31:08,2020-05-20 18:31:08,,1029,2020.0,5.0,20.0,1
313,0,2003-04-09 15:02:30,2020-04-09 15:02:30,DE,6184,2020.0,4.0,9.0,0
314,0,1996-07-16 04:00:00,2021-07-15 04:00:00,IN,8643,2021.0,7.0,15.0,0
315,0,2018-04-07 06:41:19,2020-04-07 06:41:19,,708,2020.0,4.0,7.0,1
316,0,1995-07-16 04:00:00,2021-07-15 04:00:00,US,9009,2021.0,7.0,15.0,0
317,0,,,,0,,,,1
318,0,2003-08-29 20:11:53,2020-08-29 20:11:53,,6042,2020.0,8.0,29.0,1
319,0,,,,0,0.0,0.0,0.0,1
320,0,,,,0,,,,0
321,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
322,0,2017-08-06 18:26:17,2020-08-06 18:26:17,US,951,2020.0,8.0,6.0,0
323,0,2015-06-08 06:40:44,2020-06-08 06:40:44,US,1742,2020.0,6.0,8.0,1
324,0,2008-08-02 19:06:27,2020-08-02 19:06:27,PA,4242,2020.0,8.0,2.0,0
325,0,2000-03-08 21:45:43,2021-03-08 21:45:43,CA,7311,2021.0,3.0,8.0,1
326,0,2015-06-17 07:55:56,2025-06-17 07:55:56,BS,1733,2025.0,6.0,17.0,1
327,0,2004-03-15 23:27:20,2021-03-15 22:27:20,PA,5843,2021.0,3.0,15.0,0
328,0,2008-08-02 19:06:27,2020-08-02 19:06:27,PA,4242,2020.0,8.0,2.0,0
329,0,2010-12-03 12:08:35,2023-12-03 12:08:35,BS,3390,2023.0,12.0,3.0,0
330,0,2010-12-03 12:08:35,2023-12-03 12:08:35,BS,3390,2023.0,12.0,3.0,0
331,0,2006-11-10 16:09:39,2020-11-10 16:09:39,,4873,2020.0,11.0,10.0,1
332,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
333,0,2004-06-14 17:25:27,2020-06-14 17:25:27,,5752,2020.0,6.0,14.0,0
334,0,2008-07-12 21:44:45,2021-02-23 04:59:59,US,4263,2021.0,2.0,23.0,0
335,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
336,0,,,,0,,,,1
337,0,1997-03-29 05:00:00,2028-03-30 04:00:00,US,8387,2028.0,3.0,30.0,1
338,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
339,0,2011-08-30 17:16:40,2025-08-30 17:16:40,US,3119,2025.0,8.0,30.0,0
340,0,2010-07-30 23:46:41,2021-02-02 11:59:59,US,3515,2021.0,2.0,2.0,0
341,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
342,0,2013-01-29 09:58:25,2021-01-29 09:58:25,US,2602,2021.0,1.0,29.0,0
343,0,2004-05-04 02:14:07,2028-05-04 02:14:07,,5794,2028.0,5.0,4.0,0
344,0,1993-12-01 05:00:00,2025-12-08 16:40:05,GB,9601,2025.0,12.0,8.0,1
345,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
346,0,2014-12-31 06:05:20,2021-12-31 06:05:20,US,1901,2021.0,12.0,31.0,1
347,0,2005-04-28 00:32:00,2021-04-28 00:32:00,US,5435,2021.0,4.0,28.0,0
348,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
349,0,2017-05-20 18:31:08,2020-05-20 18:31:08,,1029,2020.0,5.0,20.0,1
350,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
351,0,2013-03-19 20:03:25,2020-03-19 20:03:25,EG,2552,2020.0,3.0,19.0,0
352,0,,,,0,0.0,0.0,0.0,0
353,0,1999-11-10 19:08:02,2025-11-10 19:08:02,US,7430,2025.0,11.0,10.0,0
354,0,2013-12-09 00:00:00,2020-08-31 15:00:00,,2288,2020.0,8.0,31.0,0
355,0,2008-08-02 19:06:27,2020-08-02 19:06:27,PA,4242,2020.0,8.0,2.0,0
356,0,2010-12-03 12:08:35,2023-12-03 12:08:35,BS,3390,2023.0,12.0,3.0,0
357,0,,,,0,0.0,0.0,0.0,0
358,0,1996-05-20 04:00:00,2020-05-21 04:00:00,US,8700,2020.0,5.0,21.0,0
359,0,1996-02-11 05:00:00,2022-02-12 05:00:00,KR,8799,2022.0,2.0,12.0,0
360,0,1998-09-10 04:00:00,2021-09-09 04:00:00,US,7857,2021.0,9.0,9.0,0
361,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
362,0,2010-07-30 23:46:41,2021-02-02 11:59:59,US,3515,2021.0,2.0,2.0,0
363,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
364,0,,,,0,0.0,0.0,0.0,1
365,0,2015-12-01 19:04:11,2020-12-01 19:04:11,US,1565,2020.0,12.0,1.0,1
366,0,2004-06-20 18:57:38,2020-06-20 18:57:38,US,5746,2020.0,6.0,20.0,0
367,0,2011-11-28 12:25:06,2020-11-28 12:25:06,ZA,3030,2020.0,11.0,28.0,1
368,0,,,,0,0.0,0.0,0.0,1
369,0,2005-07-19 14:50:34,2026-07-19 14:50:34,US,5352,2026.0,7.0,19.0,0
370,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
371,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
372,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
373,0,2018-06-25 05:49:58,2020-06-25 05:49:58,CN,629,2020.0,6.0,25.0,1
374,0,,,,0,0.0,0.0,0.0,0
375,0,,,,0,0.0,0.0,0.0,1
376,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
377,0,,,,0,,,,0
378,0,2014-11-03 12:17:56,2021-11-03 12:17:56,US,1959,2021.0,11.0,3.0,1
379,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
380,0,2020-02-26 19:05:25,2021-02-26 19:05:25,China,17,2021.0,2.0,26.0,1
381,0,2011-04-14 15:24:51,2022-04-14 15:24:51,US,3257,2022.0,4.0,14.0,0
382,0,2017-08-11 18:52:19,2020-08-11 18:52:19,CN,946,2020.0,8.0,11.0,1
383,0,,,,0,0.0,0.0,0.0,1
384,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
385,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
386,0,2004-09-08 22:37:56,2020-09-08 22:37:56,US,5666,2020.0,9.0,8.0,0
387,0,2015-04-04 11:44:50,2022-04-04 11:44:50,US,1807,2022.0,4.0,4.0,1
388,0,2012-03-06 20:59:19,2021-03-06 20:59:19,CN,2930,2021.0,3.0,6.0,1
389,0,2010-12-03 12:08:35,2023-12-03 12:08:35,BS,3390,2023.0,12.0,3.0,0
390,0,2020-02-16 21:07:51,2025-02-16 21:07:51,AE,27,2025.0,2.0,16.0,1
391,0,1993-05-13 04:00:00,2020-05-14 04:00:00,US,9803,2020.0,5.0,14.0,1
392,0,2009-12-21 01:20:46,2020-12-21 01:20:46,CN,3737,2020.0,12.0,21.0,1
393,0,,,,0,0.0,0.0,0.0,0
394,0,2020-01-16 19:28:14,2021-01-16 19:28:14,China,58,2021.0,1.0,16.0,1
395,0,,,,0,0.0,0.0,0.0,1
396,0,2003-10-12 22:23:19,2021-10-12 22:23:19,US,5998,2021.0,10.0,12.0,1
397,0,,,,0,,,,0
398,0,2010-01-30 20:44:17,2021-01-30 20:44:17,,3696,2021.0,1.0,30.0,1
399,0,1998-05-13 04:00:00,2020-05-12 04:00:00,FR,7977,2020.0,5.0,12.0,0
400,0,2005-03-14 18:41:22,2021-03-14 17:41:22,US,5479,2021.0,3.0,14.0,0
401,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
402,0,1998-05-27 04:00:00,2020-05-26 04:00:00,US,7963,2020.0,5.0,26.0,0
403,0,2013-01-29 09:58:25,2021-01-29 09:58:25,US,2602,2021.0,1.0,29.0,0
404,0,,,,0,0.0,0.0,0.0,0
405,0,2011-06-21 09:01:50,2020-06-21 09:01:50,DE,3190,2020.0,6.0,21.0,1
406,0,2014-04-02 02:15:54,2020-04-02 02:15:54,CN,2174,2020.0,4.0,2.0,1
407,0,2011-04-29 11:29:16,2020-04-29 11:29:16,US,3243,2020.0,4.0,29.0,0
408,0,,,,0,,,,0
409,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
410,0,2006-11-01 23:03:24,2028-11-17 23:39:45,US,4882,2028.0,11.0,17.0,0
411,0,2003-10-12 22:23:19,2021-10-12 22:23:19,US,5998,2021.0,10.0,12.0,1
412,0,,,,0,0.0,0.0,0.0,1
413,0,2013-04-21 23:13:51,2021-04-21 23:13:51,GB,2519,2021.0,4.0,21.0,1
414,0,2020-02-16 21:07:51,2025-02-16 21:07:51,AE,27,2025.0,2.0,16.0,1
415,0,2014-11-03 12:17:56,2021-11-03 12:17:56,US,1959,2021.0,11.0,3.0,1
416,0,,,,0,0.0,0.0,0.0,1
417,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
418,0,2004-06-14 17:25:27,2020-06-14 17:25:27,,5752,2020.0,6.0,14.0,0
419,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
420,0,,,,0,,,,1
421,0,,,,0,0.0,0.0,0.0,0
422,0,2018-06-25 05:49:58,2020-06-25 05:49:58,CN,629,2020.0,6.0,25.0,1
423,0,2013-03-19 20:03:25,2020-03-19 20:03:25,EG,2552,2020.0,3.0,19.0,0
424,0,2011-04-14 15:24:51,2022-04-14 15:24:51,US,3257,2022.0,4.0,14.0,0
425,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
426,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
427,0,2004-11-19 05:50:20,2021-11-19 05:50:20,PA,5595,2021.0,11.0,19.0,0
428,0,2013-02-27 09:47:42,2021-02-27 09:47:41,,2573,2021.0,2.0,27.0,0
429,0,2017-08-06 18:26:17,2020-08-06 18:26:17,US,951,2020.0,8.0,6.0,0
430,0,,,,0,,,,0
431,0,2017-09-22 09:30:41,2020-09-22 09:30:41,IN,905,2020.0,9.0,22.0,1
432,0,,,,0,,,,0
433,0,1999-10-14 21:08:09,2020-10-14 21:08:09,US,7457,2020.0,10.0,14.0,1
434,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
435,0,1999-03-25 05:00:00,2025-03-25 04:00:00,US,7661,2025.0,3.0,25.0,0
436,0,1996-07-16 04:00:00,2021-07-15 04:00:00,IN,8643,2021.0,7.0,15.0,0
437,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
438,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
439,0,2005-06-10 22:56:20,2021-06-10 22:56:20,US,5391,2021.0,6.0,10.0,0
440,0,,,,0,0.0,0.0,0.0,1
441,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
442,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
443,0,2008-07-14 20:00:00,2020-07-14 21:00:00,,4261,2020.0,7.0,14.0,0
444,0,2008-09-16 13:28:35,2020-09-19 00:00:00,,4198,2020.0,9.0,19.0,0
445,0,1999-04-12 04:00:00,2028-04-12 04:00:00,JP,7643,2028.0,4.0,12.0,0
446,0,2011-12-14 06:42:17,2020-12-14 06:42:17,CN,3014,2020.0,12.0,14.0,1
447,0,2000-03-08 21:45:43,2021-03-08 21:45:43,CA,7311,2021.0,3.0,8.0,1
448,0,2017-02-04 19:10:53,2021-02-04 19:10:53,US,1134,2021.0,2.0,4.0,1
449,0,2008-10-08 07:01:33,2020-10-08 07:01:33,PA,4176,2020.0,10.0,8.0,1
450,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
451,0,,,,0,0.0,0.0,0.0,0
452,0,2001-10-21 19:11:37,2020-10-21 19:11:37,US,6719,2020.0,10.0,21.0,0
453,0,,,,0,,,,0
454,0,2015-02-09 18:46:12,2021-02-09 18:46:12,FR,1860,2021.0,2.0,9.0,0
455,0,2009-10-22 02:06:38,2022-10-22 02:06:38,,3797,2022.0,10.0,22.0,1
456,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
457,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
458,0,,,,0,,,,0
459,0,2013-10-03 03:21:45,2020-10-03 03:21:45,CN,2355,2020.0,10.0,3.0,1
460,0,2011-04-29 11:29:16,2020-04-29 11:29:16,US,3243,2020.0,4.0,29.0,0
461,0,1998-09-10 04:00:00,2021-09-09 04:00:00,US,7857,2021.0,9.0,9.0,0
462,0,2014-02-25 00:44:07,2024-02-25 00:44:07,US,2210,2024.0,2.0,25.0,0
463,0,2003-12-26 19:18:07,2021-02-02 11:59:59,US,5923,2021.0,2.0,2.0,0
464,0,2002-10-05 17:45:24,2020-10-05 17:45:24,US,6370,2020.0,10.0,5.0,0
465,0,2005-03-14 18:41:22,2021-03-14 17:41:22,US,5479,2021.0,3.0,14.0,0
466,0,,,,0,0.0,0.0,0.0,0
467,0,2010-07-30 23:46:41,2021-02-02 11:59:59,US,3515,2021.0,2.0,2.0,0
468,0,2013-03-19 20:03:25,2020-03-19 20:03:25,EG,2552,2020.0,3.0,19.0,0
469,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
470,0,2020-03-05 20:19:59,2021-03-05 20:19:59,CN,9,2021.0,3.0,5.0,1
471,0,2012-03-06 20:59:19,2021-03-06 20:59:19,CN,2930,2021.0,3.0,6.0,1
472,0,2020-01-21 08:07:22,2021-01-21 08:07:22,PH,54,2021.0,1.0,21.0,1
473,0,2004-06-14 17:25:27,2020-06-14 17:25:27,,5752,2020.0,6.0,14.0,0
474,0,2013-12-09 00:00:00,2020-08-31 15:00:00,,2288,2020.0,8.0,31.0,0
475,0,2013-01-29 09:58:25,2021-01-29 09:58:25,US,2602,2021.0,1.0,29.0,0
476,0,1996-09-29 04:00:00,2020-09-28 04:00:00,US,8568,2020.0,9.0,28.0,0
477,0,2011-04-29 11:29:16,2020-04-29 11:29:16,US,3243,2020.0,4.0,29.0,0
478,0,2019-02-06 20:00:11,2021-02-06 20:00:11,VN,402,2021.0,2.0,6.0,0
479,0,2017-08-11 18:52:19,2020-08-11 18:52:19,CN,946,2020.0,8.0,11.0,1
480,0,2002-07-31 10:17:57,2020-07-31 10:17:57,CN,6437,2020.0,7.0,31.0,1
481,0,2005-06-10 22:56:20,2021-06-10 22:56:20,US,5391,2021.0,6.0,10.0,0
482,0,1998-05-27 04:00:00,2020-05-26 04:00:00,US,7963,2020.0,5.0,26.0,0
483,0,2003-08-29 10:57:54,2023-08-29 10:57:54,,6043,2023.0,8.0,29.0,1
484,0,1998-07-08 04:00:00,2020-07-07 04:00:00,JP,7921,2020.0,7.0,7.0,0
485,0,2003-12-26 19:18:07,2021-02-02 11:59:59,US,5923,2021.0,2.0,2.0,0
486,0,2010-10-30 05:10:57,2021-10-30 05:10:57,US,3424,2021.0,10.0,30.0,0
487,0,2014-04-02 02:15:54,2020-04-02 02:15:54,CN,2174,2020.0,4.0,2.0,1
488,0,2005-06-10 22:56:20,2021-06-10 22:56:20,US,5391,2021.0,6.0,10.0,0
489,0,1998-01-09 05:00:00,2021-01-08 05:00:00,US,8101,2021.0,1.0,8.0,0
490,0,2012-05-07 16:08:16,2020-05-07 16:08:16,CA,2868,2020.0,5.0,7.0,1
491,0,2004-06-14 17:25:27,2020-06-14 17:25:27,,5752,2020.0,6.0,14.0,0
492,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
493,0,2020-02-16 21:07:51,2025-02-16 21:07:51,AE,27,2025.0,2.0,16.0,1
494,0,2013-05-15 09:38:07,2020-05-15 09:38:07,US,2496,2020.0,5.0,15.0,1
495,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
496,0,,,,0,0.0,0.0,0.0,0
497,0,,,,0,0.0,0.0,0.0,1
498,0,2001-06-01 10:49:57,2021-09-12 23:22:09,KY,6862,2021.0,9.0,12.0,1
499,0,2004-06-14 17:25:27,2020-06-14 17:25:27,,5752,2020.0,6.0,14.0,0
500,0,2002-04-21 07:14:49,2020-04-21 07:14:49,CN,6538,2020.0,4.0,21.0,1
501,0,2005-06-10 22:56:20,2021-06-10 22:56:20,US,5391,2021.0,6.0,10.0,0
502,0,2000-03-08 21:45:43,2021-03-08 21:45:43,CA,7311,2021.0,3.0,8.0,1
503,0,,2028-06-17 00:00:00,,0,2028.0,6.0,17.0,0
504,0,2000-08-24 04:46:13,2020-08-24 04:46:13,US,7143,2020.0,8.0,24.0,0
505,0,2005-06-10 22:56:20,2021-06-10 22:56:20,US,5391,2021.0,6.0,10.0,0
506,0,2009-02-17 16:08:34,2021-02-17 16:08:34,,4043,2021.0,2.0,17.0,1
507,0,2008-08-02 19:06:27,2020-08-02 19:06:27,PA,4242,2020.0,8.0,2.0,0
508,0,1996-02-27 00:00:00,2020-12-01 00:00:00,,8783,2020.0,12.0,1.0,0
509,0,2009-02-07 19:41:59,2028-02-07 19:41:59,REDACTED FOR PRIVACY,4053,2028.0,2.0,7.0,0
510,0,2015-02-09 18:46:12,2021-02-09 18:46:12,FR,1860,2021.0,2.0,9.0,0
511,0,1998-01-09 05:00:00,2021-01-08 05:00:00,US,8101,2021.0,1.0,8.0,0
512,0,2004-06-14 17:25:27,2020-06-14 17:25:27,,5752,2020.0,6.0,14.0,0
513,0,,,,0,0.0,0.0,0.0,0
514,0,2010-04-04 20:54:03,2020-04-04 20:54:03,IL,3632,2020.0,4.0,4.0,0
515,0,,,,0,0.0,0.0,0.0,0
516,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
517,0,2004-08-28 04:23:26,2022-08-28 04:23:26,US,5678,2022.0,8.0,28.0,0
518,0,1999-08-08 04:48:02,2020-08-08 04:47:54,US,7525,2020.0,8.0,8.0,0
519,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
520,0,,,,0,,,,1
521,0,1991-07-25 04:00:00,2028-07-24 04:00:00,US,10461,2028.0,7.0,24.0,0
522,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
523,0,,,,0,0.0,0.0,0.0,1
524,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
525,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
526,0,2011-04-29 11:29:16,2020-04-29 11:29:16,US,3243,2020.0,4.0,29.0,0
527,0,,2028-06-17 00:00:00,,0,2028.0,6.0,17.0,0
528,0,,,,0,,,,0
529,0,2019-10-28 18:53:20,2020-10-28 18:53:20,KY,138,2020.0,10.0,28.0,0
530,0,2000-01-21 16:28:17,2021-01-21 16:28:17,US,7358,2021.0,1.0,21.0,0
531,0,2014-11-03 12:17:56,2021-11-03 12:17:56,US,1959,2021.0,11.0,3.0,1
532,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
533,0,2009-10-22 02:06:38,2022-10-22 02:06:38,,3797,2022.0,10.0,22.0,1
534,0,1998-02-28 05:00:00,2021-02-28 05:00:00,CN,8051,2021.0,2.0,28.0,1
535,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
536,0,2016-09-29 18:35:32,2020-09-29 18:35:32,US,1262,2020.0,9.0,29.0,1
537,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
538,0,2010-07-30 23:46:41,2021-02-02 11:59:59,US,3515,2021.0,2.0,2.0,0
539,0,2009-10-29 02:40:57,2021-10-29 02:40:57,AU,3790,2021.0,10.0,29.0,0
540,0,2011-04-29 11:29:16,2020-04-29 11:29:16,US,3243,2020.0,4.0,29.0,0
541,0,,,,0,0.0,0.0,0.0,0
542,0,2017-05-20 18:31:08,2020-05-20 18:31:08,,1029,2020.0,5.0,20.0,1
543,0,1995-05-04 04:00:00,2027-07-27 02:09:19,CN,9082,2027.0,7.0,27.0,1
544,0,,,,0,0.0,0.0,0.0,0
545,0,2007-03-28 10:50:10,2021-03-28 10:50:10,,4736,2021.0,3.0,28.0,1
546,0,2009-12-21 01:20:46,2020-12-21 01:20:46,,3737,2020.0,12.0,21.0,1
547,0,2008-10-08 07:01:33,2020-10-08 07:01:33,PA,4176,2020.0,10.0,8.0,1
548,0,2015-06-08 06:40:44,2020-06-08 06:40:44,US,1742,2020.0,6.0,8.0,1
549,0,,,,0,0.0,0.0,0.0,1
550,0,,2028-06-17 00:00:00,,0,2028.0,6.0,17.0,0
551,0,,,,0,0.0,0.0,0.0,1
552,0,2012-07-10 08:24:05,2021-07-10 08:24:05,,2805,2021.0,7.0,10.0,1
553,0,2006-01-12 21:00:00,2021-01-12 21:00:00,,5175,2021.0,1.0,12.0,0
554,0,2002-04-03 23:34:10,2021-04-03 22:34:10,CN,6555,2021.0,4.0,3.0,1
555,0,,,,0,,,,0
556,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
557,0,2013-03-19 20:03:25,2020-03-19 20:03:25,EG,2552,2020.0,3.0,19.0,0
558,0,2014-09-26 19:13:12,2020-09-26 19:13:12,CN,1996,2020.0,9.0,26.0,1
559,0,2017-08-12 12:31:48,2020-08-12 12:31:48,CN,946,2020.0,8.0,12.0,1
560,0,,,,0,,,,0
561,0,2013-02-26 16:02:42,2025-02-26 16:02:42,US,2573,2025.0,2.0,26.0,0
562,0,2003-08-29 10:57:54,2023-08-29 10:57:54,,6043,2023.0,8.0,29.0,1
563,0,2019-09-13 20:01:21,2020-09-13 20:01:21,IN,183,2020.0,9.0,13.0,1
564,0,1997-04-10 04:00:00,2027-04-11 04:00:00,IN,8375,2027.0,4.0,11.0,0
565,0,1993-09-30 04:00:00,2025-09-29 04:00:00,US,9663,2025.0,9.0,29.0,0
566,0,2011-11-28 12:25:06,2020-11-28 12:25:06,ZA,3030,2020.0,11.0,28.0,1
567,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
568,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
569,0,2009-12-21 01:20:46,2020-12-21 01:20:46,CN,3737,2020.0,12.0,21.0,1
570,0,,,,0,0.0,0.0,0.0,0
571,0,1995-11-01 05:00:00,2021-02-02 11:59:59,US,8901,2021.0,2.0,2.0,0
572,0,1996-02-11 05:00:00,2022-02-12 05:00:00,KR,8799,2022.0,2.0,12.0,0
573,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
574,0,2020-02-16 21:07:51,2025-02-16 21:07:51,AE,27,2025.0,2.0,16.0,1
575,0,2014-07-04 07:35:02,2021-07-04 07:35:02,CN,2081,2021.0,7.0,4.0,1
576,0,1998-05-27 04:00:00,2020-05-26 04:00:00,US,7963,2020.0,5.0,26.0,0
577,0,2003-08-29 10:57:54,2023-08-29 10:57:54,CN,6043,2023.0,8.0,29.0,1
578,0,2002-09-09 20:52:02,2021-09-09 20:52:58,GI,6396,2021.0,9.0,9.0,1
579,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
580,0,1999-09-29 06:03:23,2020-09-29 06:03:14,US,7473,2020.0,9.0,29.0,0
581,0,2009-02-07 19:41:59,2028-02-07 19:41:59,REDACTED FOR PRIVACY,4053,2028.0,2.0,7.0,0
582,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
583,0,,,,0,,,,0
584,0,1998-01-09 05:00:00,2021-01-08 05:00:00,US,8101,2021.0,1.0,8.0,0
585,0,1991-07-25 04:00:00,2028-07-24 04:00:00,US,10461,2028.0,7.0,24.0,0
586,0,,,,0,0.0,0.0,0.0,0
587,0,1999-08-08 04:48:02,2020-08-08 04:47:54,US,7525,2020.0,8.0,8.0,0
588,0,2014-02-25 00:44:07,2024-02-25 00:44:07,US,2210,2024.0,2.0,25.0,0
589,0,2014-11-03 12:17:56,2021-11-03 12:17:56,US,1959,2021.0,11.0,3.0,1
590,0,,,,0,,,,0
591,0,2010-03-10 21:28:12,2023-03-10 21:28:12,US,3657,2023.0,3.0,10.0,0
592,0,2013-02-27 09:47:42,2021-02-27 09:47:41,,2573,2021.0,2.0,27.0,0
593,0,,,,0,0.0,0.0,0.0,1
594,0,2013-12-09 00:00:00,2020-08-31 15:00:00,,2288,2020.0,8.0,31.0,0
595,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
596,0,2013-06-16 02:38:02,2021-06-16 02:38:02,US,2464,2021.0,6.0,16.0,1
597,0,2013-01-29 09:58:25,2021-01-29 09:58:25,US,2602,2021.0,1.0,29.0,0
598,0,,,,0,0.0,0.0,0.0,1
599,0,,,,0,0.0,0.0,0.0,1
600,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
601,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
602,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
603,0,2009-03-15 03:13:53,2021-03-15 03:13:53,US,4018,2021.0,3.0,15.0,0
604,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
605,0,1991-09-23 04:00:00,2025-09-22 04:00:00,RU,10401,2025.0,9.0,22.0,0
606,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
607,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
608,0,2008-08-02 19:06:27,2020-08-02 19:06:27,PA,4242,2020.0,8.0,2.0,0
609,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
610,0,2010-11-23 14:59:39,2020-11-23 14:59:39,UA,3399,2020.0,11.0,23.0,0
611,0,2010-06-22 06:38:59,2023-06-22 06:38:59,CN,3554,2023.0,6.0,22.0,1
